,cik_str,ticker,title,sic,sicDescription,category,entityType,exchanges,fiscalYearEnd,stateOfIncorporation
3730,1756701,LNKB,"LINKBANCORP, Inc.",6022,State Commercial Banks,<br>Emerging growth company,operating,['Nasdaq'],31-12,PA
3731,1049606,CIX,COMPX INTERNATIONAL INC,3420,"Cutlery, Handtools & General Hardware",Non-accelerated filer,operating,['NYSE'],31-12,DE
3732,1754226,OBT,"Orange County Bancorp, Inc. /DE/",6022,State Commercial Banks,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3733,1653558,PRTH,"Priority Technology Holdings, Inc.",7389,"Services-Business Services, NEC",Non-accelerated filer<br>Smaller reporting company,operating,"['Nasdaq', 'OTC']",31-12,DE
3734,814585,MBI,MBIA INC,6351,Surety Insurance,Accelerated filer,operating,['NYSE'],31-12,CT
3735,1941536,BAER,"Bridger Aerospace Group Holdings, Inc.",7389,"Services-Business Services, NEC",<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
3736,1110611,ONTF,ON24 INC.,7372,Services-Prepackaged Software,Accelerated filer<br>Emerging growth company,operating,['NYSE'],31-12,DE
3737,1163370,NRIM,NORTHRIM BANCORP INC,6035,"Savings Institution, Federally Chartered",Accelerated filer,operating,['Nasdaq'],31-12,AK
3738,1867949,REFI,"Chicago Atlantic Real Estate Finance, Inc.",6798,Real Estate Investment Trusts,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['Nasdaq'],31-12,MD
3739,76267,PKE,PARK AEROSPACE CORP,3728,"Aircraft Parts & Auxiliary Equipment, NEC",Non-accelerated filer<br>Smaller reporting company,operating,['NYSE'],26-02,NY
3740,1808220,GOCO,"GoHealth, Inc.",6411,"Insurance Agents, Brokers & Service",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3741,1326003,BKCC,BlackRock Capital Investment Corp,0,,Non-accelerated filer,operating,['Nasdaq'],31-12,DE
3742,1369085,NEWP,NEW PACIFIC METALS CORP,1040,Gold and Silver Ores,<br>Emerging growth company,other,['NYSE'],,A1
3743,1171155,RLGT,"RADIANT LOGISTICS, INC",4731,Arrangement of  Transportation of  Freight & Cargo,Accelerated filer<br>Smaller reporting company,operating,['NYSE'],30-06,DE
3744,1098151,FDBC,FIDELITY D & D BANCORP INC,6021,National Commercial Banks,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,PA
3745,1818382,HUMA,"Humacyte, Inc.",2836,"Biological Products, (No Diagnostic Substances)",<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
3746,1771226,RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",0,,,other,['NYSE'],20-01,MD
3747,1284940,FEN,FIRST TRUST ENERGY INCOME & GROWTH FUND,0,,,other,['NYSE'],30-11,
3748,1001385,NWPX,NORTHWEST PIPE CO,3317,Steel Pipe & Tubes,Accelerated filer,operating,['Nasdaq'],31-12,OR
3749,740663,FLIC,FIRST OF LONG ISLAND CORP,6021,National Commercial Banks,Accelerated filer,operating,['Nasdaq'],31-12,NY
3750,1615905,JGH,Nuveen Global High Income Fund,0,,,other,['NYSE'],31-12,MA
3751,1701051,WOW,"WideOpenWest, Inc.",4841,Cable & Other Pay Television Services,Large accelerated filer,operating,['NYSE'],31-12,DE
3752,65312,EVI,"EVI INDUSTRIES, INC.",7200,Services-Personal Services,Accelerated filer<br>Smaller reporting company,operating,['NYSE'],30-06,DE
3753,739421,CZFS,CITIZENS FINANCIAL SERVICES INC,6022,State Commercial Banks,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,PA
3754,1833197,SWIM,"Latham Group, Inc.",3089,"Plastics Products, NEC",Accelerated filer<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3755,1230869,ASA,ASA Gold & Precious Metals Ltd,0,,,other,['NYSE'],30-11,DE
3756,1690639,VBNK,VersaBank,6029,"Commercial Banks, NEC",<br>Emerging growth company,other,['Nasdaq'],31-10,Z4
3757,1693011,INZY,"Inozyme Pharma, Inc.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3758,1072725,GDRZF,GOLD RESERVE INC,1040,Gold and Silver Ores,Non-accelerated filer,operating,['OTC'],31-12,A0
3759,1277902,MVBF,MVB FINANCIAL CORP,6022,State Commercial Banks,Accelerated filer,operating,['Nasdaq'],31-12,WV
3760,844790,PMM,PUTNAM MANAGED MUNICIPAL INCOME TRUST,0,,,other,['NYSE'],31-10,MA
3761,1710482,JMSB,"John Marshall Bancorp, Inc.",6022,State Commercial Banks,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['Nasdaq'],31-12,VA
3762,788965,HNRG,HALLADOR ENERGY CO,1220,Silver Ores,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,CO
3763,1593899,AVIR,"Atea Pharmaceuticals, Inc.",2834,Pharmaceutical Preparations,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3764,1666071,CDLX,"Cardlytics, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",Large accelerated filer,operating,['Nasdaq'],31-12,DE
3765,1912461,SKGR,SK Growth Opportunities Corp,6770,Blank Checks,<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq']",31-12,E9
3766,1828536,NRGV,"Energy Vault Holdings, Inc.",3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",<br>Emerging growth company,operating,['NYSE'],31-12,DE
3767,855887,DSM,"BNY MELLON STRATEGIC MUNICIPAL BOND FUND, INC.",0,,,other,['NYSE'],30-11,MD
3768,1903870,AFRI,Forafric Global PLC,2040,Grain Mill Products,Non-accelerated filer<br>Emerging growth company,other,"['Nasdaq', 'Nasdaq']",31-12,J1
3769,1286613,LINC,LINCOLN EDUCATIONAL SERVICES CORP,8200,Services-Educational Services,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,NJ
3770,920427,UNTY,UNITY BANCORP INC /NJ/,6022,State Commercial Banks,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,NJ
3771,31235,KODK,EASTMAN KODAK CO,3861,Photographic Equipment & Supplies,Accelerated filer,operating,['NYSE'],31-12,NJ
3772,1412095,TROO,"Troops, Inc. /Cayman Islands/",6159,Miscellaneous Business Credit Institution,Non-accelerated filer,operating,['Nasdaq'],31-12,E9
3773,1640251,WINS,Wins Finance Holdings Inc.,6199,Finance Services,Non-accelerated filer,operating,"[None, 'OTC']",30-06,E9
3774,851170,MCR,MFS CHARTER INCOME TRUST,0,,,other,['NYSE'],30-11,
3775,1462056,BLZE,"Backblaze, Inc.",7372,Services-Prepackaged Software,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3776,1766368,MEC,"Mayville Engineering Company, Inc.",3460,Metal Forgings & Stampings,<br>Emerging growth company,operating,['NYSE'],31-12,
3777,1597672,RYAM,RAYONIER ADVANCED MATERIALS INC.,2611,Pulp Mills,Accelerated filer,operating,['NYSE'],31-12,DE
3778,1783328,TCRX,"TScan Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3779,1569994,WSBF,"Waterstone Financial, Inc.",6035,"Savings Institution, Federally Chartered",Accelerated filer,operating,['Nasdaq'],31-12,MD
3780,1211583,FENC,FENNEC PHARMACEUTICALS INC.,2836,"Biological Products, (No Diagnostic Substances)",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,A1
3781,799288,LE,"LANDS' END, INC.",5651,Retail-Family Clothing Stores,Accelerated filer,operating,['Nasdaq'],07-12,DE
3782,1530979,HNST,"Honest Company, Inc.",5961,Retail-Catalog & Mail-Order Houses,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3783,1837607,AEON,"AEON Biopharma, Inc.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,"['NYSE', 'NYSE']",31-12,DE
3784,1384195,REI,"RING ENERGY, INC.",1311,Crude Petroleum & Natural Gas,Accelerated filer,operating,['NYSE'],31-12,NV
3785,1325702,MX,MAGNACHIP SEMICONDUCTOR Corp,3674,Semiconductors & Related Devices,Large accelerated filer,operating,['NYSE'],31-12,DE
3786,1847112,TRTL,TortoiseEcofin Acquisition Corp. III,6770,Blank Checks,<br>Emerging growth company,operating,"['NYSE', 'NYSE', 'NYSE']",31-12,E9
3787,1564824,ALLK,Allakos Inc.,2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3788,1327318,TRUE,"TrueCar, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",Accelerated filer,operating,['Nasdaq'],31-12,DE
3789,1521404,BGH,BARINGS GLOBAL SHORT DURATION HIGH YIELD FUND,0,,,other,['NYSE'],,MA
3790,1606366,LOCO,"El Pollo Loco Holdings, Inc.",5812,Retail-Eating  Places,Accelerated filer,operating,['Nasdaq'],27-12,DE
3791,1722606,MTA,Metalla Royalty & Streaming Ltd.,1040,Gold and Silver Ores,<br>Emerging growth company,other,['NYSE'],31-12,A1
3792,1877333,THCH,TH International Ltd,5812,Retail-Eating  Places,Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],31-12,E9
3793,1816431,QSI,Quantum-Si Inc,3829,"Measuring & Controlling Devices, NEC",Non-accelerated filer<br>Smaller reporting company,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
3794,1497186,HYI,Western Asset High Yield Defined Opportunity Fund Inc.,0,,,other,['NYSE'],31-08,MD
3795,916183,RCS,PIMCO LOW DURATION OPPORTUNITIES FUND,0,,,other,['NYSE'],30-06,MD
3796,1816581,OUST,"Ouster, Inc.",3569,"General Industrial Machinery & Equipment, NEC",Non-accelerated filer<br>Smaller reporting company,operating,"['NYSE', 'NYSE', 'NYSE']",31-12,DE
3797,1762417,DOYU,DouYu International Holdings Ltd,7370,"Services-Computer Programming, Data Processing, Etc.",Accelerated filer,other,['Nasdaq'],31-12,E9
3798,1850838,OMGA,"Omega Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3799,1327273,LYRA,"Lyra Therapeutics, Inc.",3841,Surgical & Medical Instruments & Apparatus,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3800,1530249,FSBW,"FS Bancorp, Inc.",6036,"Savings Institutions, Not Federally Chartered",Accelerated filer,operating,['Nasdaq'],31-12,WA
3801,1796073,VZLA,Vizsla Silver Corp.,1040,Gold and Silver Ores,<br>Emerging growth company,other,['NYSE'],30-04,A1
3802,65433,MXF,MEXICO FUND INC,0,,,other,['NYSE'],31-10,MD
3803,1287480,BGT,BLACKROCK FLOATING RATE INCOME TRUST,0,,,other,['NYSE'],,
3804,1138723,ARAY,ACCURAY INC,3841,Surgical & Medical Instruments & Apparatus,Accelerated filer,operating,['Nasdaq'],30-06,DE
3805,944745,CIVB,"CIVISTA BANCSHARES, INC.",6022,State Commercial Banks,Accelerated filer,operating,['Nasdaq'],31-12,OH
3806,1163609,SDSYA,SOUTH DAKOTA SOYBEAN PROCESSORS LLC,2070,Fats & Oils,Non-accelerated filer,operating,['OTC'],31-12,
3807,1729997,GDLC,Grayscale Digital Large Cap Fund LLC,6221,Commodity Contracts Brokers & Dealers,<br>Emerging growth company,operating,['OTC'],30-06,E9
3808,1031316,FSP,FRANKLIN STREET PROPERTIES CORP /MA/,6798,Real Estate Investment Trusts,Accelerated filer,operating,['NYSE'],31-12,MA
3809,1448431,OPRX,OptimizeRx Corp,7389,"Services-Business Services, NEC",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,NV
3810,1421461,IPI,"Intrepid Potash, Inc.",1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),Accelerated filer,operating,['NYSE'],31-12,DE
3811,1709164,HBB,Hamilton Beach Brands Holding Co,3634,Electric Housewares & Fans,Accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,DE
3812,1814114,OBIO,"Orchestra BioMed Holdings, Inc.",3841,Surgical & Medical Instruments & Apparatus,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3813,1831907,MYTE,MYT Netherlands Parent B.V.,5961,Retail-Catalog & Mail-Order Houses,Non-accelerated filer<br>Emerging growth company,other,['NYSE'],30-06,P7
3814,1555279,MASS,908 Devices Inc.,3829,"Measuring & Controlling Devices, NEC",Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3815,1327688,OOMA,OOMA INC,7374,Services-Computer Processing & Data Preparation,Accelerated filer,operating,['NYSE'],31-01,DE
3816,1680379,SBT,"Sterling Bancorp, Inc.",6035,"Savings Institution, Federally Chartered",Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,MI
3817,1338561,SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,0,,,other,['NYSE'],,MA
3818,827187,SNBR,Sleep Number Corp,2510,Household Furniture,Accelerated filer,operating,['Nasdaq'],30-12,MN
3819,1356115,NXDT,NEXPOINT DIVERSIFIED REAL ESTATE TRUST,6798,Real Estate Investment Trusts,Non-accelerated filer<br>Smaller reporting company,operating,"['NYSE', 'NYSE']",31-12,DE
3820,1368493,CAF,"Morgan Stanley China A Share Fund, Inc.",0,,,other,['NYSE'],31-12,MD
3821,1227073,ERC,ALLSPRING MULTI-SECTOR INCOME FUND,0,,,investment,['NYSE'],31-10,DE
3822,1856161,PRLH,Pearl Holdings Acquisition Corp,6770,Blank Checks,<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq']",,
3823,1098972,AGEN,AGENUS INC,2836,"Biological Products, (No Diagnostic Substances)",Accelerated filer,operating,['Nasdaq'],31-12,DE
3824,1825024,OPAD,Offerpad Solutions Inc.,6531,Real Estate Agents & Managers (For Others),Accelerated filer,operating,"['NYSE', 'NYSE']",31-12,
3825,1889123,EMLD,FTAC Emerald Acquisition Corp.,6770,Blank Checks,<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq']",31-12,DE
3826,1041859,PLCE,"Childrens Place, Inc.",5651,Retail-Family Clothing Stores,Accelerated filer,operating,['Nasdaq'],01-02,
3827,1293971,BLUE,"bluebird bio, Inc.",2836,"Biological Products, (No Diagnostic Substances)",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3828,789933,NC,NACCO INDUSTRIES INC,1221,Bituminous Coal & Lignite Surface Mining,Accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,DE
3829,1687932,JILL,"J.Jill, Inc.",2330,"Women's, Misses':  and Juniors Outerwear",Accelerated filer<br>Smaller reporting company,operating,['NYSE'],08-12,DE
3830,836412,ZTR,Virtus Total Return Fund Inc.,0,,,other,['NYSE'],30-11,MD
3831,1753373,MTWO,"M2i Global, Inc.",5050,Wholesale-Metals & Minerals (No Petroleum),Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['OTC'],30-11,NV
3832,1481792,QUAD,"Quad/Graphics, Inc.",2750,Commercial Printing,Accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,WI
3833,1316517,KNDI,"Kandi Technologies Group, Inc.",3711,Motor Vehicles & Passenger Car Bodies,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3834,1681206,NODK,"NI Holdings, Inc.",6331,"Fire, Marine & Casualty Insurance",Accelerated filer,operating,['Nasdaq'],31-12,
3835,809173,MMT,MFS MULTIMARKET INCOME TRUST,0,,,other,['NYSE'],31-10,MA
3836,1370450,WLDN,"Willdan Group, Inc.",8711,Services-Engineering Services,Accelerated filer,operating,['Nasdaq'],29-12,DE
3837,1781730,TCBX,"Third Coast Bancshares, Inc.",6036,"Savings Institutions, Not Federally Chartered",<br>Emerging growth company,operating,['Nasdaq'],31-12,TX
3838,1766478,AOMR,"Angel Oak Mortgage REIT, Inc.",6500,Real Estate,Non-accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,MD
3839,65172,MSB,MESABI TRUST,6795,Mineral Royalty Traders,Non-accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-01,NY
3840,832327,BKT,"BLACKROCK INCOME TRUST, INC.",0,,,other,['NYSE'],31-10,MD
3841,1454741,EOT,Eaton Vance National Municipal Opportunities Trust,0,,,other,['NYSE'],31-03,
3842,72162,NL,NL INDUSTRIES INC,2810,Industrial Inorganic Chemicals,Accelerated filer,operating,['NYSE'],31-12,NJ
3843,866273,MTRX,MATRIX SERVICE CO,1700,Construction - Special Trade Contractors,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],30-06,DE
3844,33488,ESCA,ESCALADE INC,3949,"Sporting & Athletic Goods, NEC",Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,IN
3845,1233087,FTF,FRANKLIN LTD DURATION INCOME TRUST,0,,,other,['NYSE'],31-12,FL
3846,1756390,AAWH,"Ascend Wellness Holdings, Inc.",2833,Medicinal Chemicals & Botanical Products,Accelerated filer<br>Emerging growth company,operating,['OTC'],31-12,DE
3847,1526119,VSTM,"Verastem, Inc.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3848,1513789,FIF,FIRST TRUST ENERGY INFRASTRUCTURE FUND,0,,,other,['NYSE'],30-11,
3849,1593222,CIO,"City Office REIT, Inc.",6798,Real Estate Investment Trusts,Accelerated filer,operating,"['NYSE', 'NYSE']",31-12,
3850,1484612,OM,"Outset Medical, Inc.",3845,Electromedical & Electrotherapeutic Apparatus,Large accelerated filer,operating,['Nasdaq'],,DE
3851,919893,TDF,TEMPLETON DRAGON FUND INC,0,,,other,['NYSE'],31-12,FL
3852,1854545,DDL,Dingdong (Cayman) Ltd,5961,Retail-Catalog & Mail-Order Houses,Large accelerated filer,other,['NYSE'],31-12,E9
3853,1769804,AUGX,"Augmedix, Inc.",7389,"Services-Business Services, NEC",<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3854,1137390,BNY,BLACKROCK NEW YORK MUNICIPAL INCOME TRUST,0,,,other,['NYSE'],31-10,DE
3855,1657045,CHMX,NEXT-ChemX Corporation.,2890,Miscellaneous Chemical Products,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['OTC'],31-12,NV
3856,771266,KOPN,KOPIN CORP,3674,Semiconductors & Related Devices,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],30-12,DE
3857,319655,SJT,SAN JUAN BASIN ROYALTY TRUST,6792,Oil Royalty Traders,,operating,['NYSE'],31-12,TX
3858,1675644,FVCB,"FVCBankcorp, Inc.",6022,State Commercial Banks,<br>Emerging growth company,operating,['Nasdaq'],31-12,VA
3859,1596961,RMBL,"RumbleOn, Inc.",7371,Services-Computer Programming Services,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,NV
3860,1177648,ENTA,ENANTA PHARMACEUTICALS INC,2834,Pharmaceutical Preparations,Large accelerated filer,operating,['Nasdaq'],30-09,DE
3861,1720116,RDVT,"Red Violet, Inc.",7372,Services-Prepackaged Software,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3862,1282850,FCT,FIRST TRUST SENIOR FLOATING RATE INCOME FUND II,0,,,other,['NYSE'],31-05,
3863,1699880,AMLI,American Lithium Corp.,1000,Metal Mining,<br>Emerging growth company,other,"['Nasdaq', 'OTC']",31-12,A1
3864,1952976,NLOP,Net Lease Office Properties,6798,Real Estate Investment Trusts,<br>Emerging growth company,operating,['NYSE'],31-12,
3865,1392380,GEVO,"Gevo, Inc.",2860,Industrial Organic Chemicals,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3866,1423869,PCB,PCB BANCORP,6022,State Commercial Banks,Accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['Nasdaq'],31-12,
3867,1807046,OZ,"Belpointe PREP, LLC",6500,Real Estate,<br>Emerging growth company,operating,['NYSE'],31-12,DE
3868,1891856,GENK,"GEN Restaurant Group, Inc.",5812,Retail-Eating  Places,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3869,1525201,DBL,DoubleLine Opportunistic Credit Fund,0,,,other,['NYSE'],,MA
3870,1074902,LCNB,LCNB CORP,6021,National Commercial Banks,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,OH
3871,1769256,FLJ,FLJ Group Ltd,6510,Real Estate Operators (No Developers) & Lessors,Accelerated filer<br>Emerging growth company,other,['Nasdaq'],,
3872,1531177,SGHT,"Sight Sciences, Inc.",3841,Surgical & Medical Instruments & Apparatus,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3873,1337298,FF,FutureFuel Corp.,2860,Industrial Organic Chemicals,Accelerated filer,operating,['NYSE'],31-12,DE
3874,1730984,BCML,BayCom Corp,6022,State Commercial Banks,<br>Emerging growth company,operating,['Nasdaq'],,
3875,1401257,FET,"FORUM ENERGY TECHNOLOGIES, INC.",3533,Oil & Gas Field Machinery & Equipment,Accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,DE
3876,1849737,PLAO,Patria Latin American Opportunity Acquisition Corp.,6770,Blank Checks,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq']",31-12,E9
3877,922358,FGPR,FERRELLGAS PARTNERS L P,5900,Retail-Miscellaneous Retail,Non-accelerated filer<br>Smaller reporting company,operating,"['OTC', 'OTC']",31-07,DE
3878,1077688,HOFT,HOOKER FURNISHINGS Corp,2510,Household Furniture,Accelerated filer,operating,['Nasdaq'],31-01,VA
3879,1341170,ESEA,EUROSEAS LTD.,4412,Deep Sea Foreign Transportation of  Freight,Non-accelerated filer,other,['Nasdaq'],,
3880,1576885,ABOS,"Acumen Pharmaceuticals, Inc.",2836,"Biological Products, (No Diagnostic Substances)",<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3881,804123,TWN,TAIWAN FUND INC,0,,,other,['NYSE'],31-08,DE
3882,1802883,API,"Agora, Inc.",7372,Services-Prepackaged Software,Large accelerated filer,other,['Nasdaq'],31-12,E9
3883,1863006,VLN,Valens Semiconductor Ltd.,3674,Semiconductors & Related Devices,Accelerated filer<br>Emerging growth company,other,"['NYSE', 'NYSE']",31-12,L3
3884,1786117,PINE,"Alpine Income Property Trust, Inc.",6798,Real Estate Investment Trusts,<br>Emerging growth company,operating,['NYSE'],31-12,MD
3885,846676,AEF,"ABRDN EMERGING MARKETS EQUITY INCOME FUND, INC.",0,,,other,['NYSE'],31-12,MD
3886,1066194,EGAN,EGAIN Corp,7372,Services-Prepackaged Software,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],30-06,DE
3887,829365,NTPIF,NAM TAI PROPERTY INC.,6500,Real Estate,Accelerated filer,other,['OTC'],31-12,D8
3888,1015383,POWW,"AMMO, INC.",3480,"Ordnance & Accessories, (No Vehicles/Guided Missiles)",Accelerated filer,operating,"['Nasdaq', 'Nasdaq']",31-03,DE
3889,1449488,CCLP,CSI Compressco LP,1389,"Oil & Gas Field Services, NEC",Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3890,1660334,VRCA,Verrica Pharmaceuticals Inc.,2834,Pharmaceutical Preparations,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3891,1685428,LMDX,LumiraDx Ltd,2834,Pharmaceutical Preparations,Accelerated filer<br>Emerging growth company,other,"['Nasdaq', 'Nasdaq']",31-12,E9
3892,1432133,KLTR,KALTURA INC,7372,Services-Prepackaged Software,<br>Emerging growth company,operating,['Nasdaq'],31-12,
3893,1815620,OPT,Opthea Ltd,2836,"Biological Products, (No Diagnostic Substances)",Non-accelerated filer<br>Emerging growth company,other,"['Nasdaq', 'OTC']",30-06,C3
3894,1328919,GASS,StealthGas Inc.,4412,Deep Sea Foreign Transportation of  Freight,Accelerated filer,other,['Nasdaq'],31-12,1T
3895,1822523,AFCG,"AFC Gamma, Inc.",6500,Real Estate,<br>Emerging growth company,operating,['Nasdaq'],31-12,MD
3896,1450445,NUW,Nuveen AMT-Free Municipal Value Fund,0,,,other,['NYSE'],31-10,MA
3897,1181506,PMX,PIMCO MUNICIPAL INCOME FUND III,0,,,other,['NYSE'],31-12,MA
3898,1547341,CTR,ClearBridge MLP & Midstream Total Return Fund Inc.,0,,,other,['NYSE'],30-11,MD
3899,1711933,AKYA,"Akoya Biosciences, Inc.",3826,Laboratory Analytical Instruments,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3900,1382101,STRO,"SUTRO BIOPHARMA, INC.",2836,"Biological Products, (No Diagnostic Substances)",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,
3901,1275187,ANGO,ANGIODYNAMICS INC,3841,Surgical & Medical Instruments & Apparatus,Accelerated filer,operating,['Nasdaq'],31-05,DE
3902,1769663,PBFS,"Pioneer Bancorp, Inc./MD",6036,"Savings Institutions, Not Federally Chartered",<br>Emerging growth company,operating,['Nasdaq'],30-06,
3903,909494,TCX,TUCOWS INC /PA/,7374,Services-Computer Processing & Data Preparation,Accelerated filer,operating,['Nasdaq'],31-12,PA
3904,1846017,BLFY,Blue Foundry Bancorp,6036,"Savings Institutions, Not Federally Chartered",Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['Nasdaq'],31-12,
3905,1615063,INSE,"Inspired Entertainment, Inc.",7372,Services-Prepackaged Software,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3906,813298,DXLG,"DESTINATION XL GROUP, INC.",5651,Retail-Family Clothing Stores,Accelerated filer,operating,['Nasdaq'],03-02,DE
3907,746514,NEN,NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP,6513,Operators of  Apartment Buildings,Accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,MA
3908,1689731,SSBK,"Southern States Bancshares, Inc.",6022,State Commercial Banks,<br>Emerging growth company,operating,['Nasdaq'],31-12,AL
3909,1883814,SLND,"Southland Holdings, Inc.",1600,Heavy Construction Other Than Bldg Const - Contractors,<br>Emerging growth company,operating,"['NYSE', 'NYSE']",31-12,DE
3910,1501072,RIV,"RIVERNORTH OPPORTUNITIES FUND, INC.",0,,,other,"['NYSE', 'NYSE']",31-07,MD
3911,1127371,CVCY,CENTRAL VALLEY COMMUNITY BANCORP,6022,State Commercial Banks,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,CA
3912,1318484,CTRN,Citi Trends Inc,5600,Retail-Apparel & Accessory Stores,Accelerated filer,operating,['Nasdaq'],03-02,DE
3913,1519401,RM,Regional Management Corp.,6141,Personal Credit Institutions,Accelerated filer,operating,['NYSE'],31-12,DE
3914,1140392,PMF,PIMCO MUNICIPAL INCOME FUND,0,,,other,['NYSE'],31-12,MA
3915,909112,TEI,TEMPLETON EMERGING MARKETS INCOME FUND,0,,,other,['NYSE'],31-12,FL
3916,1844862,SLDP,"Solid Power, Inc.",3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",Large accelerated filer<br>Smaller reporting company,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
3917,1013272,NWFL,NORWOOD FINANCIAL CORP,6022,State Commercial Banks,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,PA
3918,1845550,APTM,Alpha Partners Technology Merger Corp.,6770,Blank Checks,<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq']",31-12,E9
