account_name,cluster
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation,9
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,9
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation,9
DefinedBenefitPlanPlanAmendments,9
DefinedBenefitPlanPlanAssetsBenefitsPaid,9
DefinedBenefitPlanPlanAssetsForeignCurrencyTranslationGainLoss,3
DefinedBenefitPlanPlanAssetsLevel3ReconciliationDecreaseForSettlement,6
DefinedBenefitPlanPlanAssetsTargetAllocationPercentage,9
DefinedBenefitPlanPrescriptionDrugBenefitAccumulatedPostretirementBenefitObligationDecreaseForSubsidy,9
DefinedBenefitPlanPurchasesSalesAndSettlements,2
DefinedBenefitPlanRealEstate,2
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,6
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements,3
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,6
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments,6
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments1,6
DefinedBenefitPlanServiceCost,9
DefinedBenefitPlanSettlementsBenefitObligation,9
DefinedBenefitPlanSettlementsPlanAssets,9
DefinedBenefitPlanSpecialTerminationBenefits,9
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecurities,13
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMaximum,6
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMinimum,6
DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecurities,13
DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecuritiesRangeMaximum,6
DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecuritiesRangeMinimum,6
DefinedBenefitPlanTargetAllocationPercentageOfAssetsOther,9
DefinedBenefitPlanTargetAllocationPercentageOfAssetsOtherRangeMaximum,6
DefinedBenefitPlanTargetAllocationPercentageOfAssetsOtherRangeMinimum,9
DefinedBenefitPlanTargetAllocationPercentageOfAssetsRealEstate,2
DefinedBenefitPlanTargetAllocationPercentageOfAssetsRealEstateRangeMaximum,6
DefinedBenefitPlanTargetAllocationPercentageOfAssetsRealEstateRangeMinimum,9
DefinedBenefitPlanTargetPlanAssetAllocations,9
DefinedBenefitPlanTransfersBetweenMeasurementLevels,9
DefinedBenefitPlanUltimateHealthCareCostTrendRate,9
DefinedBenefitPlanUltimateHealthCareCostTrendRate1,9
DefinedBenefitPlanWeightedAverageAssetAllocations,9
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,9
DefinedBenefitPlansEstimatedFutureEmployerContributionsInNextFiscalYear,9
DefinedContributionPlanCostRecognized,9
DefinedContributionPlanEmployerDiscretionaryContributionAmount,9
DefinedContributionPlanEmployerMatchingContributionPercent,9
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,9
DefinedContributionPlanMaximumAnnualContributionPerEmployeeAmount,9
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,9
DefinedContributionPlanMaximumAnnualContributionsPerEmployeeAmount,9
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,9
DelinquentAmountAtEndOfPeriodOnLoansManagedAndSecuritized,2
DemandDepositAccounts,14
DepositAssets,14
DepositContractsLiabilities,14
DepositLiabilitiesAccruedInterest,15
DepositLiabilitiesReclassifiedAsLoansReceivable,0
DepositLiabilitiesReclassifiedAsLoansReceivable1,0
DepositLiabilityCurrent,15
Deposits,14
DepositsAssetsCurrent,15
DepositsAssetsNoncurrent,15
DepositsDomestic,0
DepositsForeign,0
DepositsPaidForSecuritiesBorrowedAtCarryingValue,0
DepositsReceivedForSecuritiesLoanedAtCarryingValue,0
Depreciation,17
DepreciationAmortizationAndAccretionNet,17
DepreciationAndAmortization,17
DepreciationDepletionAndAmortization,17
DepreciationNonproduction,17
DepreciationPremisesAndEquipment,17
DerivativeAmountOfHedgedItem,7
DerivativeAssetAfterOffsetSubjectToMasterNettingArrangement,0
DerivativeAssetCollateralObligationToReturnCashOffset,0
DerivativeAssetDesignatedAsHedgingInstrumentFairValue,7
DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,0
DerivativeAssetFairValueGrossLiability,7
DerivativeAssetFairValueGrossLiabilityAndObligationToReturnCashOffset,7
DerivativeAssetFairValueOfCollateral,7
DerivativeAssetFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,7
DerivativeAssetNotDesignatedAsHedgingInstrumentFairValue,7
DerivativeAssetNotOffsetPolicyElectionDeduction,6
DerivativeAssetNotSubjectToMasterNettingArrangement,0
DerivativeAssetNotSubjectToMasterNettingArrangementDeduction,0
DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowed,0
DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedAmountOffsetAgainstCollateral,0
DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedCollateralObligationToReturnCash,0
DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedCollateralObligationToReturnSecurities,0
DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedGross,0
DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedLiability,0
DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedNotOffsetPolicyElectionDeduction,0
DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,0
DerivativeAssets,14
DerivativeAssetsCurrent,15
DerivativeAssetsLiabilitiesAtFairValueNet,7
DerivativeAssetsNoncurrent,14
DerivativeAverageFixedInterestRate,13
DerivativeBasisSpreadOnVariableRate,7
DerivativeCapInterestRate,7
DerivativeCashReceivedOnHedge,7
DerivativeCollateralObligationToReturnCash,0
DerivativeCollateralObligationToReturnSecurities,0
DerivativeCollateralRightToReclaimCash,0
DerivativeCollateralRightToReclaimSecurities,0
DerivativeCostOfHedge,7
DerivativeCreditRiskValuationAdjustmentDerivativeAssets,7
DerivativeCreditRiskValuationAdjustmentDerivativeLiabilities,7
DerivativeExcludedComponentGainLossRecognizedInEarnings,3
DerivativeFairValueOfDerivativeAsset,7
DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,0
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,7
DerivativeFairValueOfDerivativeLiability,7
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,0
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,7
DerivativeFairValueOfDerivativeNet,7
DerivativeFinancialInstrumentsAssetsFairValueDisclosure,4
DerivativeFinancialInstrumentsLiabilitiesFairValueDisclosure,4
DerivativeGainLossOnDerivativeNet,3
DerivativeHigherRangeOfBasisSpreadOnVariableRate,6
DerivativeInstrumentsAndHedges,7
DerivativeInstrumentsAndHedgesNoncurrent,7
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,3
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,3
DerivativeInstrumentsGainLossRecognizedInIncomeNet,3
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,3
DerivativeInstrumentsGainRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTesting,6
DerivativeInstrumentsGainRecognizedInOtherComprehensiveIncomeEffectivePortion,3
DerivativeInstrumentsInHedgesAssetsAtFairValue,7
DerivativeInstrumentsInHedgesAtFairValueNet,7
DerivativeInstrumentsInHedgesLiabilitiesAtFairValue,7
DerivativeInstrumentsLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,3
DerivativeInstrumentsLossRecognizedInOtherComprehensiveIncomeEffectivePortion,3
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,7
DerivativeLiabilities,14
DerivativeLiabilitiesCurrent,15
DerivativeLiabilitiesNoncurrent,14
DerivativeLiabilityAfterOffsetSubjectToMasterNettingArrangement,0
DerivativeLiabilityCollateralRightToReclaimCashOffset,0
DerivativeLiabilityDesignatedAsHedgingInstrumentFairValue,7
DerivativeLiabilityFairValueGrossAsset,7
DerivativeLiabilityFairValueGrossAssetAndRightToReclaimCashOffset,7
DerivativeLiabilityFairValueGrossLiabilityIncludingNotSubjectToMasterNettingArrangement,0
DerivativeLiabilityFairValueOfCollateral,7
DerivativeLiabilityFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,7
DerivativeLiabilityNotDesignatedAsHedgingInstrumentFairValue,7
DerivativeLiabilityNotOffsetPolicyElectionDeduction,6
DerivativeLiabilityNotSubjectToMasterNettingArrangement,0
DerivativeLiabilityNotSubjectToMasterNettingArrangementDeduction,0
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoaned,0
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedAmountOffsetAgainstCollateral,0
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedAsset,0
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedCollateralRightToReclaimCash,0
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedCollateralRightToReclaimSecurities,0
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedGross,0
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedNotOffsetPolicyElectionDeduction,0
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,0
DerivativeLossOnDerivative,7
DerivativeLowerRangeOfBasisSpreadOnVariableRate,6
DerivativeNetHedgeIneffectivenessGainLoss,7
DerivativeNetLiabilityPositionAggregateFairValue,7
DerivativeNotionalAmount,13
DerivativeNumberOfInstrumentsHeld,13
DilutiveSecurities,14
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,3
DirectCostsOfLeasedAndRentedPropertyOrEquipment,2
DirectFinancingLeaseInterestIncome,17
DirectFinancingLeaseLeaseIncome,17
DirectFinancingLeaseVariableLeaseIncome,2
DirectPremiumsEarned,17
DirectPremiumsEarnedAccidentAndHealth,17
DirectPremiumsEarnedLife,17
DirectPremiumsEarnedPropertyAndCasualty,17
DiscontinuedOperationAmountOfAdjustmentToPriorPeriodGainLossOnDisposalBeforeIncomeTax,3
DiscontinuedOperationAmountOfAdjustmentToPriorPeriodGainLossOnDisposalNetOfTax,3
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,3
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,3
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,3
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,3
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,3
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTaxAttributableToParent,3
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,3
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,3
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,3
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,3
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,3
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,3
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,3
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves10PercentAnnualDiscountForEstimatedTimingOfCashFlows,2
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureCashInflows,2
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureDevelopmentCosts,2
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureDevelopmentCosts1,2
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureIncomeTaxExpense,2
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureNetCashFlows,2
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts,2
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts1,2
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesStandardizedMeasure,2
DisposalGroupDeferredGainOnDisposal,3
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,2
DisposalGroupIncludingDiscontinuedOperationAccountsPayable,2
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilities,15
DisposalGroupIncludingDiscontinuedOperationAccountsPayableCurrent,2
DisposalGroupIncludingDiscontinuedOperationAccruedIncomeTaxesPayable,2
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,2
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilitiesCurrent,15
DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent,2
DisposalGroupIncludingDiscontinuedOperationCash,2
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,2
DisposalGroupIncludingDiscontinuedOperationConsideration,2
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,2
DisposalGroupIncludingDiscontinuedOperationDeferredRevenueCurrent,2
DisposalGroupIncludingDiscontinuedOperationDeferredTaxAssets,2
DisposalGroupIncludingDiscontinuedOperationDeferredTaxLiabilities,2
DisposalGroupIncludingDiscontinuedOperationForeignCurrencyTranslationGainsLosses,3
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,2
DisposalGroupIncludingDiscontinuedOperationGoodwill,2
DisposalGroupIncludingDiscontinuedOperationGoodwill1,2
DisposalGroupIncludingDiscontinuedOperationGoodwillCurrent,2
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,2
DisposalGroupIncludingDiscontinuedOperationIntangibleAssets,2
DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsCurrent,2
DisposalGroupIncludingDiscontinuedOperationInterestExpense,2
DisposalGroupIncludingDiscontinuedOperationInventory,2
DisposalGroupIncludingDiscontinuedOperationInventory1,2
DisposalGroupIncludingDiscontinuedOperationInventoryCurrent,2
DisposalGroupIncludingDiscontinuedOperationLongLivedAssets,2
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,2
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,3
DisposalGroupIncludingDiscontinuedOperationOtherAssets,2
DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,2
DisposalGroupIncludingDiscontinuedOperationOtherCurrentLiabilities,2
DisposalGroupIncludingDiscontinuedOperationOtherExpense,2
DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,2
DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentAssets,2
DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentLiabilities,2
DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssetsCurrent,15
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,2
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentCurrent,2
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,2
DisposalGroupIncludingDiscontinuedOperationRevenue,2
DisposalGroupLiabilitiesOfBusinessTransferredUnderContractualArrangement,2
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,3
DisposalGroupNotDiscontinuedOperationLossGainOnWriteDown,3
DividendIncomeEquitySecuritiesOperating,17
DividendIncomeOperating,17
Dividends,14
DividendsAndInterestPaid,14
DividendsCash,14
DividendsCommonStock,14
DividendsCommonStockCash,14
DividendsPayableAmount,13
DividendsPayableAmountPerShare,13
DividendsPayableCurrent,15
DividendsPayableCurrentAndNoncurrent,15
DividendsPreferredStock,14
DividendsPreferredStockCash,14
DividendsPreferredStockPaidinkind,10
DividendsPreferredStockStock,14
DividendsShareBasedCompensationCash,10
DueFromAffiliateCurrent,15
DueFromAffiliateNoncurrent,14
DueFromBanks,14
DueFromCustomerAcceptances,6
DueFromRelatedParties,14
DueFromRelatedPartiesCurrent,15
DueFromRelatedPartiesNoncurrent,14
DueToAffiliateCurrent,15
DueToAffiliateNoncurrent,6
DueToOtherRelatedPartiesClassifiedCurrent,6
DueToRelatedPartiesCurrent,6
DueToRelatedPartiesCurrentAndNoncurrent,6
DueToRelatedPartiesNoncurrent,6
EarlyRepaymentOfSeniorDebt,16
EarningsPerShareBasic,10
EarningsPerShareBasicAndDiluted,10
EarningsPerShareDiluted,10
EffectOfExchangeRateOnCashAndCashEquivalents,7
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,17
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,7
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsDisposalGroupIncludingDiscontinuedOperations,2
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,2
EffectOnFutureCashFlowsAmount,6
EffectOnFutureEarningsAmount,6
EffectOnRetainedEarningsAccumulatedDeficitDueToChangeInMeasurementDateNetOfTax,3
EffectiveIncomeTaxRateContinuingOperations,12
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,12
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,12
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,12
EffectiveIncomeTaxRateReconciliationDeductions,12
EffectiveIncomeTaxRateReconciliationDeductionsDividends,12
EffectiveIncomeTaxRateReconciliationDeductionsMedicarePrescriptionDrugBenefit,12
EffectiveIncomeTaxRateReconciliationDeductionsOther,12
EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,12
EffectiveIncomeTaxRateReconciliationDispositionOfBusiness,12
EffectiveIncomeTaxRateReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,3
EffectiveIncomeTaxRateReconciliationFdiiAmount,12
EffectiveIncomeTaxRateReconciliationFdiiPercent,12
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,12
EffectiveIncomeTaxRateReconciliationGiltiAmount,12
EffectiveIncomeTaxRateReconciliationGiltiPercent,12
EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,12
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,12
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseAmortization,12
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseCharitableContributions,12
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses,12
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseLeases,12
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseLifeInsurance,12
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseMealsAndEntertainment,12
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,12
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseRestructuringCharges,12
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,12
EffectiveIncomeTaxRateReconciliationOtherAdjustments,12
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,12
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,12
EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings,12
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitAmount,12
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent,12
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,12
EffectiveIncomeTaxRateReconciliationTaxContingencies,12
EffectiveIncomeTaxRateReconciliationTaxContingenciesDomestic,12
EffectiveIncomeTaxRateReconciliationTaxContingenciesForeign,12
EffectiveIncomeTaxRateReconciliationTaxCredits,12
EffectiveIncomeTaxRateReconciliationTaxCreditsForeign,12
EffectiveIncomeTaxRateReconciliationTaxCreditsOther,12
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,12
EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017Amount,12
EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017Percent,12
EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsAmount,12
EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsPercent,12
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,12
EffectiveIncomeTaxRateReconciliationTaxSettlements,12
EffectiveIncomeTaxRateReconciliationTaxSettlementsDomestic,12
EffectiveIncomeTaxRateReconciliationTaxSettlementsOther,12
EmbeddedDerivativeGainOnEmbeddedDerivative,3
EmbeddedDerivativeLossOnEmbeddedDerivative,3
EmployeeRelatedLiabilities,14
EmployeeRelatedLiabilitiesCurrent,15
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,15
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,10
EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,10
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,10
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,10
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,10
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,10
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,10
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,10
EmployeeServiceShareBasedCompensationTaxBenefitFromExerciseOfStockOptions,10
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,10
EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwards,10
EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwardsWeightedAveragePeriodOfRecognition,10
EmployeeStockOwnershipPlanESOPCashContributionsToESOP,10
EmployeeStockOwnershipPlanESOPCompensationExpense,10
EmployeeStockOwnershipPlanESOPNumberOfAllocatedShares,10
EmployeeStockOwnershipPlanESOPSharesInESOP,10
EmployeeStockOwnershipPlanESOPWeightedAveragePurchasePriceOfSharesPurchased,10
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInEntitysCountryOfDomicile,6
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries,2
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInIndividualForeignCountriesAmount,2
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToEntitysCountryOfDomicile,6
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,6
EntityWideRevenueMajorCustomerAmount,13
EntityWideRevenueMajorCustomerPercentage,13
EnvironmentalExitCostsReasonablyPossibleAdditionalLossesHighEstimate,6
EnvironmentalExitCostsReasonablyPossibleAdditionalLossesLowEstimate,6
EnvironmentalRemediationExpense,17
EquipmentExpense,17
EquityMethodInvestmentAggregateCost,13
EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity,13
EquityMethodInvestmentDividendsOrDistributions,3
EquityMethodInvestmentOtherThanTemporaryImpairment,5
EquityMethodInvestmentOwnershipPercentage,13
EquityMethodInvestmentRealizedGainLossOnDisposal,3
EquityMethodInvestmentSoldCarryingAmount,13
EquityMethodInvestmentSummarizedFinancialInformationAssets,13
EquityMethodInvestmentSummarizedFinancialInformationCurrentAssets,13
EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities,13
EquityMethodInvestmentSummarizedFinancialInformationGrossProfitLoss,3
EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems,3
EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,3
EquityMethodInvestmentSummarizedFinancialInformationLiabilities,13
EquityMethodInvestmentSummarizedFinancialInformationMinorityInterest,13
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,3
EquityMethodInvestmentSummarizedFinancialInformationNetSalesOrGrossRevenue,17
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets,13
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentLiabilities,13
EquityMethodInvestmentSummarizedFinancialInformationRedeemablePreferredStock,13
EquityMethodInvestmentSummarizedFinancialInformationRevenue,2
EquityMethodInvestments,14
EquityMethodInvestmentsFairValueDisclosure,4
EquitySecuritiesFVNINoncurrent,6
EquitySecuritiesFvNi,13
EquitySecuritiesFvNiAndWithoutReadilyDeterminableFairValue,13
EquitySecuritiesFvNiCost,13
EquitySecuritiesFvNiCurrentAndNoncurrent,15
EquitySecuritiesFvNiGainLoss,3
EquitySecuritiesFvNiRealizedGainLoss,3
EquitySecuritiesFvNiRealizedLoss,3
EquitySecuritiesFvNiUnrealizedGain,3
EquitySecuritiesFvNiUnrealizedGainLoss,3
EquitySecuritiesFvNiUnrealizedLoss,5
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,13
EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentAnnualAmount,13
EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentCumulativeAmount,13
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossAnnualAmount,13
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossCumulativeAmount,6
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentAnnualAmount,13
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentCumulativeAmount,13
EscrowDeposit,14
EstimatedInsuranceRecoveries,14
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,16
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,3
ExciseAndSalesTaxes,17
ExplorationCosts,17
ExtensionsDiscoveriesAdditionsAndImprovedRecoveryLessRelatedCosts,6
ExtinguishmentOfDebtAmount,14
ExtinguishmentOfDebtGainLossIncomeTax,3
ExtinguishmentOfDebtGainLossNetOfTax,3
ExtinguishmentOfDebtGainLossPerShareNetOfTax,3
ExtraordinaryItemNetOfTax,3
FIFOInventoryAmount,6
FairValueAdjustmentOfWarrants,3
FairValueAssetsAndLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInEarnings,7
FairValueAssetsLevel1ToLevel2TransfersAmount,13
FairValueAssetsLevel2ToLevel1TransfersAmount,13
FairValueAssetsMeasuredOnRecurringBasisCashAndCashEquivalents,7
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,3
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInInvestmentIncome,3
FairValueAssetsMeasuredOnRecurringBasisDerivativeFinancialInstrumentsAssets,7
